scenario,ts_ms,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,event_id,event_x,event_y,ttc,risk_score,risk_level,zone_id,zone_name,zone_type,zone_distance_m,zone_base_risk,zone_speed_limit_kmh,event_type,label
scenario_001,189000,3600.0,1400.0,3685.11,1417.18,1.2,0.0,86.82663473842588,-1.2,E012629,3642.56,1408.59,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3630.29,1332.96,1.2,0.0,73.56524790959378,-1.2,E012630,3615.14,1366.48,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3669.13,1420.29,1.2,0.0,72.04610329504305,-1.2,E012631,3634.57,1410.14,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3690.43,1416.09,1.2,0.0,91.85027490432442,-1.2,E012632,3645.22,1408.05,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3832.85,1092.13,1.2,7.72,386.0091441922068,6.52,E012633,3716.43,1246.07,59.2,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3859.35,1381.38,1.2,9.59,260.0175511383798,8.39,E012634,3729.68,1390.69,30.99,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3652.76,1399.83,1.2,0.03,52.76027388101794,-1.17,E012635,3626.38,1399.91,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3619.98,1336.71,1.2,0.0,66.36885188098402,-1.2,E012636,3609.99,1368.36,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3651.25,1333.42,1.2,0.0,84.02058616791477,-1.2,E012637,3625.62,1366.71,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3524.81,1513.03,1.2,0.0,135.75462054751583,-1.2,E012638,3562.4,1456.51,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,E012639,3631.38,1392.79,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3436.43,1647.31,1.2,8.6,296.50865248757924,7.399999999999999,E012640,3518.22,1523.65,40.07,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3675.03,1374.09,1.2,0.0,79.37776136929054,-1.2,E012641,3637.52,1387.05,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3542.39,1486.91,1.2,0.0,104.2701309100551,-1.2,E012642,3571.19,1443.45,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3546.19,1449.54,1.2,0.0,73.14183276347394,-1.2,E012643,3573.1,1424.77,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3518.9,1522.31,1.2,0.0,146.7547140639781,-1.2,E012644,3559.45,1461.15,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3539.25,1491.43,1.2,0.0,109.772525706572,-1.2,E012645,3569.62,1445.72,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3527.4,1430.86,1.2,0.0,78.88662497534028,-1.2,E012646,3563.7,1415.43,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3633.08,1420.48,1.2,0.0,38.906513593484526,-1.2,E012647,3616.54,1410.24,9999.0,18.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3515.94,1526.95,1.2,0.0,152.25763067905663,-1.2,E012648,3557.97,1463.47,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3542.3,1445.65,1.2,0.0,73.57453703558036,-1.2,E012649,3571.15,1422.83,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3695.75,1415.0,1.2,0.0,96.91781312018962,-1.2,E012650,3647.88,1407.5,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3989.74,1297.75,1.2,6.98,402.9296838159232,5.78,E012651,3794.87,1348.88,69.71,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3608.48,1456.94,1.2,0.0,57.5679945803222,-1.2,E012652,3604.24,1428.47,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,4103.45,1331.83,1.2,3.1,508.0443399940598,1.9,E012653,3851.72,1365.91,267.39,7.0,0,Z02,Middle Gate,Intersection,21.25,4,15.0,Normal,0
scenario_001,189000,3600.0,1400.0,3815.95,1002.31,1.2,7.05,452.53921222364806,5.85,E012654,3707.97,1201.15,77.36,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3753.0,1406.51,1.2,9.73,153.13843443107285,8.530000000000001,E012655,3676.5,1403.26,17.95,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3669.22,1376.65,1.2,0.01,73.05224774091464,-1.19,E012656,3634.61,1388.33,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3369.81,1749.05,1.2,3.08,418.1188091918372,1.88,E012657,3484.9,1574.53,222.4,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3730.58,1274.06,1.2,8.42,181.41670264890163,7.22,E012658,3665.29,1337.03,25.13,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3825.17,1044.37,1.2,6.67,420.9206882537376,5.47,E012659,3712.59,1222.18,76.95,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3638.35,1313.37,1.2,0.0,94.73900675012383,-1.2,E012660,3619.18,1356.68,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3662.12,1334.66,1.2,0.0,90.15658600457304,-1.2,E012661,3631.06,1367.33,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3649.8,1382.79,1.2,0.0,52.68988612627683,-1.2,E012662,3624.9,1391.39,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3829.66,1090.85,1.2,9.68,385.120030769629,8.48,E012663,3714.83,1245.42,45.42,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3667.34,1336.28,1.2,0.0,92.70875902524,-1.2,E012664,3633.67,1368.14,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3740.94,1369.47,1.2,7.62,144.2087532017388,6.42,E012665,3670.47,1384.74,22.46,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3665.98,1381.12,1.2,0.0,68.62809045864533,-1.2,E012666,3632.99,1390.56,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3879.14,1321.38,1.2,6.66,290.0004206893499,5.46,E012667,3739.57,1360.69,53.11,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3678.25,1369.64,1.2,0.0,83.93325979610225,-1.2,E012668,3639.12,1384.82,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3611.47,1477.4,1.2,7.2,78.24526119836274,6.0,E012669,3605.73,1438.7,13.04,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3467.4,1372.62,1.2,2.11,135.3972835768871,0.91,E012670,3533.7,1386.31,148.79,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3573.79,1494.68,1.2,7.96,98.24085962571792,6.76,E012671,3586.89,1447.34,14.53,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3421.08,1670.07,1.2,8.88,323.96013844298807,7.680000000000001,E012672,3510.54,1535.03,42.18,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3766.93,1393.84,1.2,6.8,167.04361855515447,5.6,E012673,3683.47,1396.92,29.83,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3740.72,1405.76,1.2,8.17,140.83783582546255,6.97,E012674,3670.36,1402.88,20.21,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3484.9,1581.44,1.2,9.66,214.8685263131853,8.46,E012675,3542.45,1490.72,25.4,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3681.38,1359.86,1.2,8.6,90.74097200272888,7.399999999999999,E012676,3640.69,1379.93,12.26,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,4064.94,1285.16,1.2,9.22,478.912757399508,8.020000000000001,E012677,3832.47,1342.58,59.71,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3668.57,1383.0,1.2,0.0,70.64591212518968,-1.2,E012678,3634.28,1391.5,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3706.39,1412.81,1.2,0.01,107.15842570698756,-1.19,E012679,3653.19,1406.4,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3600.87,1589.56,1.2,8.51,189.56199645498563,7.31,E012680,3600.43,1494.78,25.93,14.0,0,Z01,Main Gate,Entrance,4.52,3,20.0,Normal,0
scenario_001,189000,3600.0,1400.0,3824.72,1012.38,1.2,7.12,448.0494869989251,5.92,E012681,3712.36,1206.19,75.68,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3521.45,1587.87,1.2,9.62,203.63015346455936,8.42,E012682,3560.72,1493.93,24.18,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3514.82,1534.66,1.2,8.88,159.33909752474435,7.680000000000001,E012683,3557.41,1467.33,20.75,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3513.18,1421.52,1.2,6.5,89.44731857356054,5.3,E012684,3556.59,1410.76,16.88,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3715.27,1297.62,1.2,0.0,154.17145423196868,-1.2,E012685,3657.64,1348.81,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3663.74,1420.89,1.2,0.0,67.07592489112601,-1.2,E012686,3631.87,1410.45,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3644.07,1417.3,1.2,0.0,47.344005956403954,-1.2,E012687,3622.03,1408.65,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3647.2,1377.99,1.2,0.0,52.07955548965431,-1.2,E012688,3623.6,1388.99,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3554.94,1468.84,1.2,0.0,82.27605483978911,-1.2,E012689,3577.47,1434.42,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3638.65,1411.81,1.2,0.0,40.41408912743186,-1.2,E012690,3619.32,1405.9,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3645.73,1372.7,1.2,0.0,53.25901707692322,-1.2,E012691,3622.86,1386.35,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3639.32,1414.35,1.2,0.0,41.856718696047,-1.2,E012692,3619.66,1407.17,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3642.32,1350.96,1.2,0.0,64.77579794954293,-1.2,E012693,3621.16,1375.48,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,4087.56,1670.93,1.2,3.23,557.7793636376305,2.03,E012694,3843.78,1535.47,274.77,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3636.13,1416.07,1.2,0.0,39.54265797844153,-1.2,E012695,3618.07,1408.03,9999.0,18.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3581.34,1470.85,1.2,0.0,73.26607741649597,-1.2,E012696,3590.67,1435.42,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3679.79,1418.27,1.2,0.0,81.85497541383782,-1.2,E012697,3639.89,1409.13,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3548.67,1477.88,1.2,0.0,93.27412985388824,-1.2,E012698,3574.34,1438.94,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3650.04,1406.18,1.2,0.0,50.420174533613,-1.2,E012699,3625.02,1403.09,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3576.72,1467.86,1.2,0.0,71.74216333509881,-1.2,E012700,3588.36,1433.93,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3626.95,1429.59,1.2,0.0,40.02337566972563,-1.2,E012701,3613.47,1414.8,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3639.17,1324.34,1.2,0.0,85.19814845405983,-1.2,E012702,3619.59,1362.17,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3644.9,1367.26,1.2,0.0,55.56903454263002,-1.2,E012703,3622.45,1383.63,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3658.35,1420.38,1.2,0.0,61.8066897673706,-1.2,E012704,3629.18,1410.19,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3641.45,1345.52,1.2,0.0,68.45562723399726,-1.2,E012705,3620.72,1372.76,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3644.06,1361.82,1.2,0.0,58.30090908382133,-1.2,E012706,3622.03,1380.91,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3621.68,1588.97,1.2,7.19,190.2095773088201,5.99,E012707,3610.84,1494.49,31.75,14.0,0,Z01,Main Gate,Entrance,9.16,3,20.0,Normal,0
scenario_001,189000,3600.0,1400.0,3545.53,1482.4,1.2,0.0,98.77621626687264,-1.2,E012708,3572.77,1441.2,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3620.79,1438.71,1.2,0.0,43.93959717612351,-1.2,E012709,3610.39,1419.36,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3642.72,1409.01,1.2,0.0,43.65980416813596,-1.2,E012710,3621.36,1404.51,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3630.03,1425.02,1.2,0.0,39.08709889464823,-1.2,E012711,3615.02,1412.51,9999.0,18.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3617.71,1443.27,1.2,0.0,46.75400517602743,-1.2,E012712,3608.86,1421.63,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3643.19,1356.39,1.2,0.0,61.37758711451596,-1.2,E012713,3621.6,1378.2,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3689.53,1354.45,1.2,5.4,100.45109954599816,4.2,E012714,3644.77,1377.22,23.92,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3614.63,1447.83,1.2,0.0,50.01745495324604,-1.2,E012715,3607.32,1423.91,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3572.08,1464.9,1.2,0.0,70.65080608174273,-1.2,E012716,3586.04,1432.45,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3569.91,1467.31,1.2,0.0,73.72953410947339,-1.2,E012717,3584.95,1433.65,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3623.87,1434.15,1.2,0.0,41.66532611176829,-1.2,E012718,3611.93,1417.08,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3645.75,1333.57,1.2,0.0,80.65982519197527,-1.2,E012719,3622.88,1366.78,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3574.55,1470.27,1.2,0.0,74.73670717927027,-1.2,E012720,3587.28,1435.13,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3527.76,1508.39,1.2,0.0,130.25747464157283,-1.2,E012721,3563.88,1454.2,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3553.96,1457.33,1.2,0.0,73.52829727390666,-1.2,E012722,3576.98,1428.66,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3633.34,1414.47,1.2,0.0,36.34469012111688,-1.2,E012723,3616.67,1407.24,9999.0,18.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3767.09,1231.69,1.2,9.99,237.16518336383197,8.790000000000001,E012724,3683.55,1315.85,26.98,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,4075.42,1645.02,1.2,7.92,534.8448156241211,6.72,E012725,3837.71,1522.51,79.59,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3671.8,1378.55,1.2,0.0,74.93558900816106,-1.2,E012726,3635.9,1389.28,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3521.85,1517.67,1.2,0.0,141.25739414274932,-1.2,E012727,3560.93,1458.84,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3550.07,1453.44,1.2,0.0,73.13575391010876,-1.2,E012728,3575.03,1426.72,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3719.87,1366.67,1.2,9.38,124.41746581569636,8.180000000000001,E012729,3659.93,1383.34,15.21,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3630.47,1412.99,1.2,0.0,33.123420717069486,-1.2,E012730,3615.23,1406.49,9999.0,18.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3611.55,1452.39,1.2,0.0,53.64806240676372,-1.2,E012731,3605.78,1426.2,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3701.06,1413.9,1.2,0.0,102.01143857430888,-1.2,E012732,3650.53,1406.95,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3659.97,1423.81,1.2,3.38,64.52377081355347,2.18,E012733,3629.98,1411.9,29.6,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,189000,3600.0,1400.0,3653.29,1407.08,1.2,0.0,53.75825983046694,-1.2,E012734,3626.64,1403.54,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3642.66,1413.94,1.2,0.0,44.87983065921694,-1.2,E012735,3621.33,1406.97,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3764.83,1404.07,1.2,0.79,164.88024078099832,-0.4099999999999999,E012736,3682.41,1402.03,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3512.99,1531.59,1.2,0.0,157.7550892998385,-1.2,E012737,3556.49,1465.8,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3638.76,1318.85,1.2,0.0,89.93141887015923,-1.2,E012738,3619.38,1359.42,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3625.06,1334.65,1.2,0.0,69.99018574057355,-1.2,E012739,3612.53,1367.33,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3656.72,1333.61,1.2,0.0,87.32004638111452,-1.2,E012740,3628.36,1366.8,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3674.48,1419.36,1.2,0.0,76.9550518159789,-1.2,E012741,3637.24,1409.68,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3551.8,1473.36,1.2,0.0,87.77772838254569,-1.2,E012742,3575.9,1436.68,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3665.35,1387.46,1.2,0.0,66.54227303000692,-1.2,E012743,3632.68,1393.73,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3655.83,1402.87,1.2,0.0,55.90371901761091,-1.2,E012744,3627.91,1401.43,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3567.77,1455.06,1.2,0.0,63.799502349156256,-1.2,E012745,3583.89,1427.53,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3804.59,1171.33,1.2,7.53,306.83389154394285,6.33,E012746,3702.3,1285.66,48.47,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3685.11,1417.18,1.2,0.0,86.82663473842588,-1.2,E012747,3642.56,1408.59,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3630.29,1332.96,1.2,0.0,73.56524790959378,-1.2,E012748,3615.14,1366.48,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3669.13,1420.29,1.2,0.0,72.04610329504305,-1.2,E012749,3634.57,1410.14,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3690.43,1416.09,1.2,0.0,91.85027490432442,-1.2,E012750,3645.22,1408.05,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3832.33,1098.71,1.2,6.65,380.4640495500199,5.45,E012751,3716.16,1249.36,69.81,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3852.36,1382.82,1.2,7.14,252.9441084508593,5.94,E012752,3726.18,1391.41,42.58,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3652.74,1399.86,1.2,0.03,52.740185816888975,-1.17,E012753,3626.37,1399.93,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3619.98,1336.71,1.2,0.0,66.36885188098402,-1.2,E012754,3609.99,1368.36,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3651.25,1333.42,1.2,0.0,84.02058616791477,-1.2,E012755,3625.62,1366.71,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3524.81,1513.03,1.2,0.0,135.75462054751583,-1.2,E012756,3562.4,1456.51,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,E012757,3631.38,1392.79,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3441.13,1640.34,1.2,8.42,288.10239933051565,7.22,E012758,3520.57,1520.17,39.9,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3675.03,1374.09,1.2,0.0,79.37776136929054,-1.2,E012759,3637.52,1387.05,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3542.39,1486.91,1.2,0.0,104.2701309100551,-1.2,E012760,3571.19,1443.45,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3546.19,1449.54,1.2,0.0,73.14183276347394,-1.2,E012761,3573.1,1424.77,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3518.9,1522.31,1.2,0.0,146.7547140639781,-1.2,E012762,3559.45,1461.15,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3539.25,1491.43,1.2,0.0,109.772525706572,-1.2,E012763,3569.62,1445.72,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_001,190000,3600.0,1400.0,3527.4,1430.86,1.2,0.0,78.88662497534028,-1.2,E012764,3563.7,1415.43,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
