ts_ms,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,scenario,ttc,risk_score,risk_level,event_type,event_id,event_x,event_y,zone_id,zone_name,zone_type,zone_distance_m,zone_base_risk,zone_speed_limit_kmh
52000,3600,1400,3522.77,1430.83,1.2,8.42,83.1562493141676,7.22,scenario_000,11.52,24.0,1,Caution Approach,E001242,3561.39,1415.41,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3640.64,1410.24,1.2,0.0,41.91022786862403,-1.2,scenario_000,9999.0,10.0,0,Normal,E001243,3620.32,1405.12,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3822.68,1018.01,1.2,14.38,442.1569206740973,13.18,scenario_000,33.55,19.0,0,Normal,E001244,3711.34,1209.01,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3984.56,1302.14,1.2,13.8,396.816044534492,12.6,scenario_000,31.49,19.0,0,Normal,E001245,3792.28,1351.07,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3810.58,1391.41,1.2,28.58,210.7551292377008,27.38,scenario_000,7.7,45.0,2,Warning Approach,E001246,3705.29,1395.7,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,4019.29,1345.25,1.2,19.27,422.8494609196043,18.07,scenario_000,23.4,25.0,1,Caution Approach,E001247,3809.64,1372.62,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3627.32,1429.03,1.2,0.0,39.86380940151113,-1.2,scenario_000,9999.0,18.0,0,Normal,E001248,3613.66,1414.51,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,scenario_000,9999.0,5.0,0,Normal,E001249,3631.38,1392.79,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3733.26,1404.03,1.2,17.51,133.32092296410215,16.310000000000002,scenario_000,8.17,33.0,1,Caution Approach,E001250,3666.63,1402.01,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3832.44,1072.13,1.2,21.45,401.9043300339024,20.25,scenario_000,19.85,30.0,1,Caution Approach,E001251,3716.22,1236.07,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3903.46,1372.31,1.2,24.12,304.7207044163557,22.92,scenario_000,13.29,30.0,1,Caution Approach,E001252,3751.73,1386.15,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3697.76,1330.26,1.2,6.54,120.08615740375758,5.34,scenario_000,22.49,11.0,0,Normal,E001253,3648.88,1365.13,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3641.18,1411.75,1.2,0.0,42.82353208225574,-1.2,scenario_000,9999.0,10.0,0,Normal,E001254,3620.59,1405.88,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3658.35,1420.38,1.2,0.0,61.8066897673706,-1.2,scenario_000,9999.0,5.0,0,Normal,E001255,3629.18,1410.19,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3656.28,1400.26,1.2,4.21,56.28060056538152,3.01,scenario_000,18.7,13.0,0,Normal,E001256,3628.14,1400.13,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3388.53,1724.27,1.2,11.62,387.13123588778,10.42,scenario_000,37.15,19.0,0,Normal,E001257,3494.27,1562.13,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3868.56,1376.22,1.2,19.59,269.61076017102874,18.39,scenario_000,14.66,25.0,1,Caution Approach,E001258,3734.28,1388.11,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3759.62,1231.54,1.2,19.89,232.07179061661063,18.69,scenario_000,12.42,25.0,1,Caution Approach,E001259,3679.81,1315.77,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3792.92,1347.46,1.2,12.4,199.94643782773431,11.2,scenario_000,17.85,19.0,0,Normal,E001260,3696.46,1373.73,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3631.53,1422.8,1.2,0.0,38.90990747868736,-1.2,scenario_000,9999.0,18.0,0,Normal,E001261,3615.77,1411.4,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3652.68,1387.23,1.2,2.93,54.20567590206751,1.7300000000000002,scenario_000,31.33,13.0,0,Normal,E001262,3626.34,1393.62,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3650.29,1619.55,1.2,10.34,225.2360686035875,9.14,scenario_000,24.64,17.0,0,Normal,E001263,3625.14,1509.78,Z01,Main Gate,Entrance,29.59,3,20.0
52000,3600,1400,3665.7,1420.67,1.2,0.0,68.87480598883731,-1.2,scenario_000,9999.0,5.0,0,Normal,E001264,3632.85,1410.34,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3628.99,1200.74,1.2,9.91,201.357810129133,8.71,scenario_000,23.12,11.0,0,Normal,E001265,3614.49,1300.37,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3590.28,1390.87,1.2,13.61,13.335490242207,12.41,scenario_000,1.07,74.0,3,Near Miss,E001266,3595.14,1395.43,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3760.75,1365.63,1.2,13.48,164.38326982999212,12.28,scenario_000,13.39,19.0,0,Normal,E001267,3680.38,1382.82,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3623.12,1435.25,1.2,0.0,42.15562714513918,-1.2,scenario_000,9999.0,10.0,0,Normal,E001268,3611.56,1417.62,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3838.33,1379.17,1.2,19.32,239.2385374474605,18.12,scenario_000,13.2,25.0,1,Caution Approach,E001269,3719.16,1389.59,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3784.26,1393.54,1.2,22.9,184.37320629635988,21.7,scenario_000,8.5,38.0,1,Caution Approach,E001270,3692.13,1396.77,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3438.33,1644.5,1.2,13.8,293.1167666647543,12.6,scenario_000,23.26,19.0,0,Normal,E001271,3519.16,1522.25,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3902.67,1369.21,1.2,20.99,304.2320709589968,19.79,scenario_000,15.37,27.0,1,Caution Approach,E001272,3751.34,1384.61,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3599.99,1452.37,1.2,18.55,52.37000095474497,17.35,scenario_000,3.02,55.0,2,Warning Approach,E001273,3599.99,1426.18,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3583.26,1472.21,1.2,2.26,74.1249735244472,1.0599999999999998,scenario_000,69.93,8.0,0,Normal,E001274,3591.63,1436.11,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3638.3,1346.09,1.2,10.63,66.1300090730375,9.43,scenario_000,7.01,34.0,1,Caution Approach,E001275,3619.15,1373.05,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3531.35,1508.74,1.2,11.85,128.59708433708758,10.65,scenario_000,12.07,19.0,0,Normal,E001276,3565.68,1454.37,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3647.47,1407.52,1.2,1.55,48.06195272770324,0.3500000000000001,scenario_000,137.32,13.0,0,Normal,E001277,3623.73,1403.76,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3509.16,1417.62,1.2,7.32,92.53307516774755,6.12,scenario_000,15.12,16.0,0,Normal,E001278,3554.58,1408.81,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3497.64,1620.27,1.2,5.74,242.89183292157028,4.54,scenario_000,53.5,6.0,0,Normal,E001279,3548.82,1510.13,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3635.13,1313.2,1.2,4.86,93.63950501791432,3.66,scenario_000,25.58,8.0,0,Normal,E001280,3617.57,1356.6,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3663.66,1334.95,1.2,2.43,91.01702093564684,1.2300000000000002,scenario_000,74.0,8.0,0,Normal,E001281,3631.83,1367.47,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,4046.41,1346.27,1.2,0.0,449.6318505177317,-1.2,scenario_000,9999.0,0.0,0,Normal,E001282,3823.2,1373.13,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3635.66,1416.73,1.2,0.0,39.38944655615245,-1.2,scenario_000,9999.0,18.0,0,Normal,E001283,3617.83,1408.37,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3639.32,1414.35,1.2,0.0,41.856718696047,-1.2,scenario_000,9999.0,10.0,0,Normal,E001284,3619.66,1407.17,OUT,Outside Zone,Normal Area,,0,
52000,3600,1400,3727.46,1278.97,1.2,23.22,175.76778003946004,22.02,scenario_000,7.98,45.0,2,Warning Approach,E001285,3663.73,1339.49,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3516.19,1424.44,1.2,9.17,87.30080011088096,7.97,scenario_000,10.95,24.0,1,Caution Approach,E001286,3558.1,1412.22,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3640.64,1410.24,1.2,0.0,41.91022786862403,-1.2,scenario_000,9999.0,10.0,0,Normal,E001287,3620.32,1405.12,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3826.2,1034.07,1.2,16.51,430.199029403833,15.310000000000002,scenario_000,28.1,25.0,1,Caution Approach,E001288,3713.1,1217.03,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3971.59,1304.92,1.2,13.26,383.5613829623625,12.06,scenario_000,31.8,19.0,0,Normal,E001289,3785.8,1352.46,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3782.22,1397.23,1.2,28.96,182.2410527296194,27.76,scenario_000,6.56,45.0,2,Warning Approach,E001290,3691.11,1398.62,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,4033.76,1342.31,1.2,14.77,437.5795627083151,13.57,scenario_000,32.25,19.0,0,Normal,E001291,3816.88,1371.15,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3627.32,1429.03,1.2,0.0,39.86380940151113,-1.2,scenario_000,9999.0,18.0,0,Normal,E001292,3613.66,1414.51,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,scenario_000,9999.0,5.0,0,Normal,E001293,3631.38,1392.79,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3752.91,1399.99,1.2,20.07,152.91000032698958,18.87,scenario_000,8.1,35.0,1,Caution Approach,E001294,3676.45,1399.99,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3832.77,1095.86,1.2,23.84,382.9921833406004,22.64,scenario_000,16.92,30.0,1,Caution Approach,E001295,3716.39,1247.93,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3878.21,1377.51,1.2,25.78,279.1175454893512,24.58,scenario_000,11.36,38.0,1,Caution Approach,E001296,3739.11,1388.76,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3702.33,1323.26,1.2,8.37,127.90800014072607,7.169999999999999,scenario_000,17.84,11.0,0,Normal,E001297,3651.16,1361.63,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3641.18,1411.75,1.2,0.0,42.82353208225574,-1.2,scenario_000,9999.0,10.0,0,Normal,E001298,3620.59,1405.88,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3658.35,1420.38,1.2,0.0,61.8066897673706,-1.2,scenario_000,9999.0,5.0,0,Normal,E001299,3629.18,1410.19,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3653.44,1404.54,1.2,5.61,53.632501340138944,4.41,scenario_000,12.16,16.0,0,Normal,E001300,3626.72,1402.27,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3381.85,1734.26,1.2,12.01,399.1480553629192,10.81,scenario_000,36.92,19.0,0,Normal,E001301,3490.93,1567.13,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3889.58,1371.9,1.2,21.46,290.94017666867524,20.26,scenario_000,14.36,30.0,1,Caution Approach,E001302,3744.79,1385.95,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3771.2,1213.03,1.2,21.85,253.50980434689296,20.65,scenario_000,12.28,30.0,1,Caution Approach,E001303,3685.6,1306.51,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3803.45,1342.73,1.2,11.55,211.35693837676567,10.35,scenario_000,20.42,19.0,0,Normal,E001304,3701.72,1371.37,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3631.53,1422.8,1.2,0.0,38.90990747868736,-1.2,scenario_000,9999.0,18.0,0,Normal,E001305,3615.77,1411.4,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3654.12,1390.3,1.2,3.4,54.98240082062613,2.2,scenario_000,24.99,13.0,0,Normal,E001306,3627.06,1395.15,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3638.49,1623.15,1.2,12.34,226.44514258424715,11.14,scenario_000,20.33,22.0,1,Caution Approach,E001307,3619.24,1511.58,Z01,Main Gate,Entrance,26.73,3,20.0
53000,3600,1400,3665.7,1420.67,1.2,0.0,68.87480598883731,-1.2,scenario_000,9999.0,5.0,0,Normal,E001308,3632.85,1410.34,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3628.85,1212.67,1.2,11.94,189.5385222059093,10.74,scenario_000,17.65,19.0,0,Normal,E001309,3614.43,1306.34,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3590.48,1404.41,1.2,13.54,10.491830154934856,12.34,scenario_000,0.85,79.0,3,Near Miss,E001310,3595.24,1402.2,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3747.73,1368.66,1.2,13.41,151.01770922643476,12.21,scenario_000,12.37,19.0,0,Normal,E001311,3673.86,1384.33,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3623.12,1435.25,1.2,0.0,42.15562714513918,-1.2,scenario_000,9999.0,10.0,0,Normal,E001312,3611.56,1417.62,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3858.12,1375.1,1.2,20.21,259.3182299800767,19.01,scenario_000,13.64,27.0,1,Caution Approach,E001313,3729.06,1387.55,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3808.68,1388.52,1.2,24.93,208.9955329666161,23.73,scenario_000,8.81,38.0,1,Caution Approach,E001314,3704.34,1394.26,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3445.61,1633.7,1.2,13.03,280.09277409458457,11.83,scenario_000,23.68,19.0,0,Normal,E001315,3522.81,1516.85,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3925.16,1364.59,1.2,22.96,327.0823958882531,21.76,scenario_000,15.03,30.0,1,Caution Approach,E001316,3762.58,1382.3,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3611.37,1435.52,1.2,20.33,37.29540588329876,19.13,scenario_000,1.95,75.0,3,Near Miss,E001317,3605.68,1417.76,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3587.51,1473.65,1.2,4.82,74.70155687801967,3.62,scenario_000,20.64,8.0,0,Normal,E001318,3593.76,1436.83,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3637.11,1339.53,1.2,6.67,70.94908737961336,5.47,scenario_000,12.97,16.0,0,Normal,E001319,3618.56,1369.76,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3524.55,1519.4,1.2,12.65,141.2411501652404,11.45,scenario_000,12.34,19.0,0,Normal,E001320,3562.28,1459.7,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3647.17,1407.95,1.2,0.53,47.8352526908765,-0.6699999999999999,scenario_000,9999.0,10.0,0,Normal,E001321,3623.59,1403.97,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3502.21,1410.87,1.2,9.68,98.39228120132184,8.48,scenario_000,11.6,24.0,1,Caution Approach,E001322,3551.11,1405.43,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3501.61,1613.96,1.2,7.47,235.49835179890323,6.27,scenario_000,37.56,11.0,0,Normal,E001323,3550.81,1506.98,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3634.62,1306.31,1.2,6.9,99.881732564068,5.7,scenario_000,17.52,16.0,0,Normal,E001324,3617.31,1353.15,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3659.36,1334.12,1.2,4.38,88.67797922821669,3.18,scenario_000,27.89,8.0,0,Normal,E001325,3629.68,1367.06,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,4043.94,1346.77,1.2,2.52,447.11984579081263,1.32,scenario_000,338.73,3.0,0,Normal,E001326,3821.97,1373.38,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3635.66,1416.73,1.2,0.0,39.38944655615245,-1.2,scenario_000,9999.0,18.0,0,Normal,E001327,3617.83,1408.37,OUT,Outside Zone,Normal Area,,0,
53000,3600,1400,3639.32,1414.35,1.2,0.0,41.856718696047,-1.2,scenario_000,9999.0,10.0,0,Normal,E001328,3619.66,1407.17,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3508.81,1417.28,1.2,10.29,92.81279276048107,9.09,scenario_000,10.21,27.0,1,Caution Approach,E001329,3554.4,1408.64,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3640.64,1410.24,1.2,0.0,41.91022786862403,-1.2,scenario_000,9999.0,10.0,0,Normal,E001330,3620.32,1405.12,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3830.08,1051.79,1.2,18.21,417.35717377325625,17.01,scenario_000,24.54,25.0,1,Caution Approach,E001331,3715.04,1225.89,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3958.73,1307.68,1.2,13.16,370.4189456547815,11.96,scenario_000,30.97,19.0,0,Normal,E001332,3779.36,1353.84,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3754.93,1402.84,1.2,27.86,154.9560276336482,26.66,scenario_000,5.81,45.0,2,Warning Approach,E001333,3677.47,1401.42,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,4043.82,1340.26,1.2,10.27,447.8225764742105,9.07,scenario_000,49.37,14.0,0,Normal,E001334,3821.91,1370.13,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3627.32,1429.03,1.2,0.0,39.86380940151113,-1.2,scenario_000,9999.0,18.0,0,Normal,E001335,3613.66,1414.51,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,scenario_000,9999.0,5.0,0,Normal,E001336,3631.38,1392.79,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3774.55,1395.53,1.2,22.09,174.60722608185512,20.89,scenario_000,8.36,38.0,1,Caution Approach,E001337,3687.28,1397.76,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3832.13,1121.19,1.2,24.76,362.7938160994479,23.56,scenario_000,15.4,30.0,1,Caution Approach,E001338,3716.07,1260.6,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3851.68,1382.96,1.2,27.09,252.25618723829132,25.89,scenario_000,9.74,38.0,1,Caution Approach,E001339,3725.84,1391.48,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3708.03,1314.54,1.2,10.41,137.74575311057706,9.21,scenario_000,14.96,14.0,0,Normal,E001340,3654.02,1357.27,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3641.18,1411.75,1.2,0.0,42.82353208225574,-1.2,scenario_000,9999.0,10.0,0,Normal,E001341,3620.59,1405.88,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3658.35,1420.38,1.2,0.0,61.8066897673706,-1.2,scenario_000,9999.0,5.0,0,Normal,E001342,3629.18,1410.19,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3656.08,1413.43,1.2,7.73,57.66568563712734,6.53,scenario_000,8.83,29.0,1,Caution Approach,E001343,3628.04,1406.72,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3375.78,1743.33,1.2,10.91,410.0610897171296,9.71,scenario_000,42.23,14.0,0,Normal,E001344,3487.89,1571.66,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3911.88,1367.32,1.2,22.76,313.58749464862285,21.56,scenario_000,14.54,30.0,1,Caution Approach,E001345,3755.94,1383.66,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3783.88,1192.58,1.2,23.98,277.19110880401644,22.78,scenario_000,12.17,30.0,1,Caution Approach,E001346,3691.94,1296.29,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3815.03,1338.28,1.2,12.4,223.71244779850784,11.2,scenario_000,19.97,19.0,0,Normal,E001347,3707.52,1369.14,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3631.53,1422.8,1.2,0.0,38.90990747868736,-1.2,scenario_000,9999.0,18.0,0,Normal,E001348,3615.77,1411.4,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3655.2,1394.89,1.2,4.75,55.43601807489405,3.55,scenario_000,15.62,13.0,0,Normal,E001349,3627.6,1397.45,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3624.63,1626.28,1.2,14.22,227.6165092870023,13.02,scenario_000,17.48,22.0,1,Caution Approach,E001350,3612.32,1513.14,Z01,Main Gate,Entrance,24.45,3,20.0
54000,3600,1400,3665.7,1420.67,1.2,0.0,68.87480598883731,-1.2,scenario_000,9999.0,5.0,0,Normal,E001351,3632.85,1410.34,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3629.4,1227.18,1.2,14.53,175.30291611949866,13.33,scenario_000,13.15,19.0,0,Normal,E001352,3614.7,1313.59,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3588.36,1417.83,1.2,13.68,21.293156177513808,12.48,scenario_000,1.71,67.0,2,Warning Approach,E001353,3594.18,1408.91,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3735.31,1370.13,1.2,12.51,138.56771990618876,11.31,scenario_000,12.25,19.0,0,Normal,E001354,3667.65,1385.07,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3623.12,1435.25,1.2,0.0,42.15562714513918,-1.2,scenario_000,9999.0,10.0,0,Normal,E001355,3611.56,1417.62,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3879.63,1370.68,1.2,21.96,281.16294083680384,20.76,scenario_000,13.54,30.0,1,Caution Approach,E001356,3739.82,1385.34,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3832.74,1383.58,1.2,24.56,233.3185033382477,23.36,scenario_000,9.99,38.0,1,Caution Approach,E001357,3716.37,1391.79,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3453.15,1622.68,1.2,13.36,266.742019374526,12.16,scenario_000,21.94,19.0,0,Normal,E001358,3526.57,1511.34,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3949.28,1359.64,1.2,24.63,351.60410691571866,23.43,scenario_000,15.01,30.0,1,Caution Approach,E001359,3774.64,1379.82,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3622.29,1419.33,1.2,19.54,29.5041183565955,18.34,scenario_000,1.61,73.0,3,Near Miss,E001360,3611.14,1409.66,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3589.52,1467.88,1.2,6.15,68.68423982253873,4.95,scenario_000,13.88,11.0,0,Normal,E001361,3594.76,1433.94,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3632.9,1335.92,1.2,6.12,72.03232885309205,4.92,scenario_000,14.64,11.0,0,Normal,E001362,3616.45,1367.96,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3517.67,1530.19,1.2,12.79,154.03786872064933,11.59,scenario_000,13.29,19.0,0,Normal,E001363,3558.84,1465.1,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3647.03,1408.14,1.2,0.23,47.72924156112289,-0.97,scenario_000,9999.0,10.0,0,Normal,E001364,3623.52,1404.07,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3494.37,1403.27,1.2,10.92,105.68060276133944,9.72,scenario_000,10.87,22.0,1,Caution Approach,E001365,3547.18,1401.63,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3509.45,1607.6,1.2,9.57,226.4885482756248,8.370000000000001,scenario_000,27.06,11.0,0,Normal,E001366,3554.72,1503.8,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3634.0,1297.88,1.2,8.46,107.63128913099564,7.260000000000001,scenario_000,14.83,11.0,0,Normal,E001367,3617.0,1348.94,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3653.29,1333.37,1.2,6.14,85.31928855774649,4.94,scenario_000,17.27,11.0,0,Normal,E001368,3626.64,1366.68,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,4040.19,1347.53,1.2,3.82,443.3061436524425,2.62,scenario_000,169.2,3.0,0,Normal,E001369,3820.1,1373.76,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3581.42,1470.91,1.2,0.0,73.30378230350743,-1.2,scenario_000,9999.0,5.0,0,Normal,E001370,3590.71,1435.45,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3574.32,1466.33,1.2,0.0,71.12757060381004,-1.2,scenario_000,9999.0,5.0,0,Normal,E001371,3587.16,1433.16,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3635.66,1416.73,1.2,0.0,39.38944655615245,-1.2,scenario_000,9999.0,18.0,0,Normal,E001372,3617.83,1408.37,OUT,Outside Zone,Normal Area,,0,
54000,3600,1400,3639.32,1414.35,1.2,0.0,41.856718696047,-1.2,scenario_000,9999.0,10.0,0,Normal,E001373,3619.66,1407.17,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3500.62,1409.33,1.2,11.41,99.81699905326757,10.21,scenario_000,9.78,32.0,1,Caution Approach,E001374,3550.31,1404.66,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3640.64,1410.24,1.2,0.0,41.91022786862403,-1.2,scenario_000,9999.0,10.0,0,Normal,E001375,3620.32,1405.12,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3832.45,1072.18,1.2,20.66,401.8693256520083,19.46,scenario_000,20.65,27.0,1,Caution Approach,E001376,3716.22,1236.09,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3945.94,1310.43,1.2,13.08,357.3475458149951,11.88,scenario_000,30.08,19.0,0,Normal,E001377,3772.97,1355.22,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3730.54,1407.85,1.2,24.96,130.7758161893857,23.76,scenario_000,5.5,45.0,2,Warning Approach,E001378,3665.27,1403.92,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,4049.48,1339.11,1.2,5.77,453.5855624906948,4.569999999999999,scenario_000,99.25,6.0,0,Normal,E001379,3824.74,1369.55,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3627.32,1429.03,1.2,0.0,39.86380940151113,-1.2,scenario_000,9999.0,18.0,0,Normal,E001380,3613.66,1414.51,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,scenario_000,9999.0,5.0,0,Normal,E001381,3631.38,1392.79,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3798.15,1390.69,1.2,24.09,198.3685927761752,22.89,scenario_000,8.67,38.0,1,Caution Approach,E001382,3699.07,1395.35,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3821.7,1143.98,1.2,25.1,338.66964788714074,23.9,scenario_000,14.17,30.0,1,Caution Approach,E001383,3710.85,1271.99,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3823.81,1388.69,1.2,28.45,224.0955871943934,27.25,scenario_000,8.22,38.0,1,Caution Approach,E001384,3711.9,1394.35,OUT,Outside Zone,Normal Area,,0,
55000,3600,1400,3641.18,1411.75,1.2,0.0,42.82353208225574,-1.2,scenario_000,9999.0,10.0,0,Normal,E001385,3620.59,1405.88,OUT,Outside Zone,Normal Area,,0,
